id,value,quantity
NOT_A_NUMBER,508.72,41.0
8641,,24.0
1125,636.4,13.0
5632,278.05,75.0
7288,346.83,79.0
4596,487.73,10.0
7168,464.77,42.0
8561,490.19,41.0
9258,619.43,3.0
1232,543.41,55.0
7371,552.15,16.0
5206,600.59,44.0
8943,661.13,81.0
7891,41.6,89.0
7738,442.01,30.0
3472,367.55,99.0
3739,571.3,37.0
6401,430.68,60.0
2761,511.38,77.0
1876,627.82,24.0
4812,409.55,26.0
2460,554.42,58.0
2733,733.07,9.0
2605,624.74,61.0
6622,262.13,19.0
7767,456.24,28.0
7986,553.37,7.0
4517,582.92,45.0
4735,462.15,86.0
9434,404.03,94.0
3590,510.16,63.0
2063,336.97,37.0
5324,664.96,
6342,780.3,100.0
1005,559.2,5.0
8489,465.13,29.0
9659,641.14,52.0
9195,615.79,23.0
6966,458.67,6.0
9837,492.82,36.0
1117,408.57,57.0
3551,524.7,33.0
6560,544.84,49.0
5289,382.98,41.0
1846,338.8,80.0
7316,301.1,55.0
7469,562.48,98.0
9915,498.28,26.0
1224,487.46,37.0
NOT_A_NUMBER,569.68,77.0
7283,364.86,17.0
3048,339.46,96.0
7233,536.16,32.0
2828,240.7,28.0
2917,461.15,93.0
5234,869.97,25.0
7988,297.72,47.0
3026,435.54,22.0
4744,181.57,91.0
1009,464.94,61.0
1260,794.98,44.0
7038,570.04,20.0
3219,407.93,50.0
8041,827.21,88.0
3060,238.65,47.0
6287,568.09,47.0
2619,509.74,72.0
9512,462.95,51.0
2342,621.06,55.0
3832,322.7,78.0
3824,546.89,39.0
2994,527.85,14.0
4490,369.35,69.0
8984,792.5,47.0
2604,472.72,21.0
1235,479.2,15.0
2908,345.85,100.0
9567,475.5,97.0
4530,850.21,
NOT_A_NUMBER,462.09,
3635,577.81,
NOT_A_NUMBER,642.58,
3560,472.79,82.0
6415,438.56,10.0
4391,570.84,23.0
6951,463.81,18.0
6468,450.22,58.0
9007,640.98,73.0
7413,489.59,94.0
7941,681.99,77.0
5820,486.21,52.0
3898,302.42,95.0
8546,0.0,46.0
1077,224.28,13.0
NOT_A_NUMBER,250.11,96.0
5227,539.98,17.0
1600,,67.0
2065,,61.0
3136,480.36,65.0
7943,337.73,53.0
8804,569.46,5.0
7565,565.74,32.0
6984,581.61,89.0
6142,116.26,45.0
NOT_A_NUMBER,,56.0
3190,481.79,5.0
3712,316.75,87.0
3192,179.39,76.0
2248,483.7,34.0
5033,659.62,61.0
2997,112.74,87.0
4687,375.12,80.0
5018,519.73,62.0
2970,668.74,
9389,,63.0
6765,789.65,44.0
2202,230.7,
9135,,70.0
6567,652.66,13.0
NOT_A_NUMBER,147.56,43.0
6742,569.23,30.0
6788,455.82,26.0
6408,364.85,81.0
9669,436.0,63.0
1922,306.64,73.0
1419,452.25,57.0
3204,502.61,64.0
2120,437.57,80.0
1950,412.26,49.0
3336,538.12,52.0
6373,748.94,63.0
3243,460.07,
3645,623.0,13.0
5612,355.07,93.0
2865,,88.0
7028,568.0,45.0
8326,464.97,46.0
7371,669.42,77.0
7359,,89.0
8863,625.86,41.0
4228,622.6,46.0
4719,0.0,1.0
3371,566.68,73.0
3891,629.43,68.0
4756,309.23,92.0
5225,501.32,12.0
1094,343.59,88.0
3674,654.13,73.0
7898,356.6,35.0
1793,381.07,99.0
3116,430.39,33.0
6779,837.41,58.0
7166,650.7,35.0
1814,741.89,46.0
1345,,84.0
9554,309.61,66.0
3443,700.79,44.0
8783,235.98,26.0
1984,399.25,42.0
8790,808.3,77.0
1827,355.48,30.0
4531,226.85,32.0
8147,507.12,36.0
5451,233.04,19.0
4876,685.59,22.0
6959,365.77,
1126,335.71,57.0
4177,504.41,11.0
9795,439.33,26.0
7024,537.85,48.0
6109,578.23,19.0
5146,467.41,83.0
NOT_A_NUMBER,,12.0
4368,609.58,
4797,395.99,56.0
NOT_A_NUMBER,369.64,18.0
6732,,5.0
4476,210.7,24.0
4417,558.63,78.0
2645,529.36,38.0
4030,668.27,67.0
3872,424.94,70.0
4072,698.72,76.0
2854,579.45,52.0
5021,495.98,75.0
5662,772.5,39.0
7514,514.28,59.0
6031,422.24,
3708,518.58,65.0
8112,419.15,80.0
9393,556.05,48.0
4507,698.1,53.0
7456,498.8,9.0
5212,,5.0
8970,619.67,72.0
9766,678.09,61.0
1536,432.1,21.0
NOT_A_NUMBER,525.85,97.0
8973,620.34,63.0
9577,549.49,20.0
9070,220.69,58.0
9666,647.41,45.0
9609,578.43,22.0
7490,589.09,77.0
4600,321.18,
7783,522.86,82.0
5971,626.5,63.0
2205,367.91,30.0
2990,406.92,63.0
6299,629.07,97.0
4572,399.93,44.0
6975,,67.0
7320,,58.0
5380,772.99,65.0
NOT_A_NUMBER,578.09,36.0
3713,461.69,6.0
6588,433.64,37.0
1966,315.75,93.0
5944,483.48,75.0
4432,599.76,55.0
1688,,77.0
5243,515.83,75.0
4701,444.89,59.0
9533,707.02,38.0
NOT_A_NUMBER,404.5,25.0
7704,616.57,79.0
5422,709.1,77.0
2759,443.43,33.0
3482,411.71,13.0
9058,638.41,38.0
1951,232.82,58.0
9914,564.59,88.0
3079,263.7,20.0
NOT_A_NUMBER,,
5524,462.19,24.0
9477,486.38,26.0
8311,391.36,40.0
8186,262.59,32.0
3065,689.88,93.0
1768,474.34,78.0
6490,981.32,37.0
NOT_A_NUMBER,378.47,86.0
6083,403.0,98.0
6232,365.41,91.0
6797,473.58,92.0
5926,,86.0
7016,651.52,60.0
4335,274.32,
9038,680.62,58.0
5873,602.42,67.0
2481,,22.0
7305,397.36,58.0
4451,408.51,85.0
1054,520.56,80.0
8643,417.03,73.0
4462,696.89,77.0
1832,,74.0
6954,207.99,49.0
9519,304.78,85.0
8221,314.31,49.0
4310,460.5,42.0
4300,532.41,40.0
7722,508.07,71.0
8218,569.14,46.0
8776,462.16,22.0
4675,467.46,82.0
4054,762.78,21.0
8970,680.8,51.0
3143,561.25,14.0
6207,637.5,74.0
3538,211.07,97.0
5547,376.62,9.0
6619,435.17,18.0
9356,378.39,13.0
7612,268.14,17.0
6005,563.08,87.0
1822,707.86,25.0
1943,498.08,54.0
7150,597.23,16.0
5425,493.62,24.0
9966,433.75,95.0
3198,637.88,75.0
5242,285.77,23.0
4695,220.49,41.0
4452,283.66,86.0
2308,628.04,33.0
5177,513.08,42.0
9705,556.48,48.0
7852,751.54,18.0
7035,325.5,63.0
4594,680.63,78.0
5841,,92.0
2409,417.75,11.0
5566,512.18,24.0
5491,535.66,61.0
2555,468.42,64.0
1804,591.55,36.0
2279,512.79,83.0
8083,470.1,77.0
6986,437.56,97.0
6619,535.75,53.0
2387,296.5,83.0
3679,338.83,47.0
3106,,52.0
9173,581.73,96.0
5223,,79.0
5831,476.1,57.0
NOT_A_NUMBER,233.87,75.0
4186,381.46,
3573,598.83,59.0
3599,354.46,69.0
5033,304.14,56.0
9428,598.05,86.0
2304,569.73,42.0
NOT_A_NUMBER,279.12,18.0
6877,365.75,71.0
2301,686.7,33.0
3541,627.93,3.0
3051,320.39,28.0
7809,201.67,1.0
9633,540.28,63.0
NOT_A_NUMBER,455.59,47.0
1074,527.26,37.0
7981,595.2,86.0
6475,356.56,48.0
9232,435.18,19.0
8184,365.14,14.0
6796,370.51,
8141,584.71,83.0
2622,521.61,97.0
9041,265.56,85.0
1341,608.77,65.0
3074,447.49,26.0
8992,615.67,10.0
1645,,99.0
NOT_A_NUMBER,361.15,77.0
9801,537.76,70.0
7136,335.53,43.0
9646,458.77,70.0
3969,318.49,99.0
4028,441.29,80.0
8643,495.22,72.0
3681,502.29,59.0
4629,445.29,3.0
5225,550.0,5.0
4067,522.17,85.0
6941,486.6,95.0
2386,406.12,78.0
3866,,
NOT_A_NUMBER,557.94,37.0
6490,344.58,84.0
5124,597.33,52.0
9340,631.32,66.0
4850,487.77,63.0
6415,497.74,7.0
8679,191.17,97.0
7819,373.48,53.0
9378,626.55,6.0
2333,382.61,
5150,476.02,44.0
NOT_A_NUMBER,371.21,18.0
3711,534.62,54.0
NOT_A_NUMBER,559.06,29.0
7212,563.07,83.0
8479,,25.0
6408,516.01,63.0
NOT_A_NUMBER,736.49,68.0
9942,612.27,
2762,514.0,32.0
8101,210.35,27.0
NOT_A_NUMBER,462.6,51.0
7122,746.95,34.0
1481,697.79,28.0
1153,569.21,73.0
8617,392.1,72.0
2524,507.84,85.0
3120,616.02,30.0
3343,641.08,
6136,546.89,9.0
6760,628.26,
2240,491.2,82.0
1060,484.56,64.0
2639,431.16,38.0
7185,563.68,22.0
8970,650.05,31.0
2252,606.27,99.0
5203,317.29,42.0
9363,325.33,62.0
4549,,64.0
5197,526.49,
8009,532.35,9.0
7667,528.97,95.0
3322,762.75,44.0
5090,433.06,63.0
7960,667.5,40.0
4004,535.04,88.0
6136,259.92,41.0
1329,376.27,72.0
4640,,50.0
8982,663.97,20.0
5107,684.09,81.0
2341,553.08,92.0
9407,421.58,70.0
1338,363.35,42.0
6895,670.64,33.0
3708,307.32,92.0
2750,484.42,63.0
6604,854.67,57.0
3421,,
8119,309.25,52.0
9901,235.18,99.0
6319,860.6,88.0
7609,552.29,6.0
6387,,7.0
4993,471.63,9.0
9680,400.56,61.0
9044,220.47,80.0
9238,618.22,34.0
NOT_A_NUMBER,505.07,35.0
5806,605.75,99.0
9592,500.98,20.0
NOT_A_NUMBER,519.69,58.0
8124,164.78,87.0
4157,636.18,60.0
1390,336.75,54.0
5430,375.19,35.0
NOT_A_NUMBER,420.82,47.0
8686,191.2,46.0
5232,412.62,
9007,402.17,4.0
2521,443.32,10.0
2500,244.82,
7737,639.16,
4294,559.71,55.0
6085,370.39,73.0
3419,412.77,40.0
4042,625.72,76.0
5497,461.38,81.0
2466,313.92,96.0
4561,487.46,23.0
1614,336.82,15.0
6392,393.82,92.0
8693,492.41,5.0
4223,658.28,40.0
8138,803.5,18.0
3667,704.39,21.0
8980,489.22,79.0
1130,838.6,3.0
3983,583.74,46.0
5278,353.05,90.0
8126,514.18,79.0
9230,401.46,53.0
8694,312.81,20.0
7640,323.87,59.0
NOT_A_NUMBER,477.91,21.0
1920,613.13,90.0
8564,660.23,87.0
9684,313.29,51.0
9502,454.51,25.0
9930,572.99,68.0
4241,522.78,10.0
1545,604.18,86.0
5346,434.8,67.0
4810,690.94,83.0
8206,499.36,95.0
3032,613.66,9.0
9436,442.88,29.0
1271,,37.0
4511,,
2771,374.49,38.0
5361,468.88,88.0
8069,515.01,72.0
1920,902.18,98.0
9190,442.72,59.0
4430,293.5,57.0
5435,755.37,90.0
4760,661.83,60.0
3050,326.52,28.0
2165,569.79,28.0
9567,625.28,46.0
NOT_A_NUMBER,524.57,71.0
7467,548.87,67.0
1145,405.16,86.0
5388,575.57,55.0
8832,,38.0
9623,103.19,18.0
9896,529.44,76.0
9173,248.61,95.0
3632,652.02,63.0
5494,330.38,5.0
9056,132.05,44.0
8511,234.61,29.0
2828,493.78,100.0
5805,527.98,14.0
1806,288.1,58.0
8486,339.14,44.0
9202,498.79,18.0
2868,645.83,7.0
8878,318.49,87.0
6690,556.88,
