id,value,quantity
7233,536.16,32
2828,240.7,28
2917,461.15,93
5234,869.97,25
7988,297.72,47
3026,435.54,22
4744,181.57,91
1009,464.94,61
1260,794.98,44
7038,570.04,20
3219,407.93,50
8041,827.21,88
3060,238.65,47
6287,568.09,47
2619,509.74,72
9512,462.95,51
2342,621.06,55
3832,322.7,78
3824,546.89,39
2994,527.85,14
4490,369.35,69
8984,792.5,47
2604,472.72,21
1235,479.2,15
2908,345.85,100
9567,475.5,97
4530,850.21,81
6256,462.09,84
3635,577.81,1
9162,642.58,80
3560,472.79,82
6415,438.56,10
4391,570.84,23
6951,463.81,18
6468,450.22,58
9007,640.98,73
7413,489.59,94
7941,681.99,77
5820,486.21,52
3898,302.42,95
8546,0.0,46
1077,224.28,13
8577,250.11,96
5227,539.98,17
1600,354.3,67
2065,203.88,61
3136,480.36,65
7943,337.73,53
8804,569.46,5
7565,565.74,32
6984,581.61,89
6142,116.26,45
5670,506.81,56
3190,481.79,5
3712,316.75,87
3192,179.39,76
2248,483.7,34
5033,659.62,61
2997,112.74,87
4687,375.12,80
5018,519.73,62
2970,668.74,69
9389,453.14,63
6765,789.65,44
2202,230.7,28
9135,197.46,70
6567,652.66,13
8667,147.56,43
6742,569.23,30
6788,455.82,26
6408,364.85,81
9669,436.0,63
1922,306.64,73
1419,452.25,57
3204,502.61,64
2120,437.57,80
1950,412.26,49
3336,538.12,52
6373,748.94,63
3243,460.07,82
3645,623.0,13
5612,355.07,93
2865,299.89,88
7028,568.0,45
8326,464.97,46
7371,669.42,77
7359,698.81,89
8863,625.86,41
4228,622.6,46
4719,0.0,1
3371,566.68,73
3891,629.43,68
4756,309.23,92
5225,501.32,12
1094,343.59,88
3674,654.13,73
7898,356.6,35
1793,381.07,99
3116,430.39,33
6779,837.41,58
7166,650.7,35
1814,741.89,46
1345,228.03,84
9554,309.61,66
3443,700.79,44
8783,235.98,26
1984,399.25,42
8790,808.3,77
1827,355.48,30
4531,226.85,32
8147,507.12,36
5451,233.04,19
4876,685.59,22
6959,365.77,65
1126,335.71,57
4177,504.41,11
9795,439.33,26
7024,537.85,48
6109,578.23,19
5146,467.41,83
8196,325.78,12
4368,609.58,67
4797,395.99,56
2792,369.64,18
6732,521.4,5
4476,210.7,24
4417,558.63,78
2645,529.36,38
4030,668.27,67
3872,424.94,70
4072,698.72,76
2854,579.45,52
5021,495.98,75
5662,772.5,39
7514,514.28,59
6031,422.24,26
3708,518.58,65
8112,419.15,80
9393,556.05,48
4507,698.1,53
7456,498.8,9
5212,513.52,5
8970,619.67,72
9766,678.09,61
1536,432.1,21
2625,525.85,97
8973,620.34,63
9577,549.49,20
9070,220.69,58
9666,647.41,45
9609,578.43,22
7490,589.09,77
4600,321.18,75
7783,522.86,82
5971,626.5,63
2205,367.91,30
2990,406.92,63
6299,629.07,97
4572,399.93,44
6975,468.72,67
7320,344.81,58
5380,772.99,65
5757,578.09,36
3713,461.69,6
6588,433.64,37
1966,315.75,93
5944,483.48,75
4432,599.76,55
1688,378.53,77
5243,515.83,75
4701,444.89,59
9533,707.02,38
6182,404.5,25
7704,616.57,79
5422,709.1,77
2759,443.43,33
3482,411.71,13
9058,638.41,38
1951,232.82,58
9914,564.59,88
3079,263.7,20
3717,683.36,17
5524,462.19,24
9477,486.38,26
8311,391.36,40
8186,262.59,32
3065,689.88,93
1768,474.34,78
6490,981.32,37
7645,378.47,86
6083,403.0,98
6232,365.41,91
6797,473.58,92
5926,736.28,86
7016,651.52,60
4335,274.32,57
9038,680.62,58
5873,602.42,67
2481,572.21,22
7305,397.36,58
4451,408.51,85
1054,520.56,80
8643,417.03,73
4462,696.89,77
1832,410.61,74
6954,207.99,49
9519,304.78,85
8221,314.31,49
4310,460.5,42
4300,532.41,40
7722,508.07,71
8218,569.14,46
8776,462.16,22
4675,467.46,82
4054,762.78,21
8970,680.8,51
3143,561.25,14
6207,637.5,74
3538,211.07,97
5547,376.62,9
6619,435.17,18
9356,378.39,13
7612,268.14,17
6005,563.08,87
1822,707.86,25
1943,498.08,54
7150,597.23,16
5425,493.62,24
9966,433.75,95
3198,637.88,75
5242,285.77,23
4695,220.49,41
4452,283.66,86
2308,628.04,33
5177,513.08,42
9705,556.48,48
7852,751.54,18
7035,325.5,63
4594,680.63,78
5841,440.55,92
2409,417.75,11
5566,512.18,24
5491,535.66,61
2555,468.42,64
1804,591.55,36
2279,512.79,83
8083,470.1,77
6986,437.56,97
6619,535.75,53
2387,296.5,83
3679,338.83,47
3106,444.88,52
9173,581.73,96
5223,821.43,79
5831,476.1,57
3768,233.87,75
4186,381.46,23
3573,598.83,59
3599,354.46,69
5033,304.14,56
9428,598.05,86
2304,569.73,42
8368,279.12,18
6877,365.75,71
2301,686.7,33
3541,627.93,3
3051,320.39,28
7809,201.67,1
9633,540.28,63
9996,455.59,47
1074,527.26,37
7981,595.2,86
6475,356.56,48
9232,435.18,19
8184,365.14,14
6796,370.51,67
8141,584.71,83
2622,521.61,97
9041,265.56,85
1341,608.77,65
3074,447.49,26
8992,615.67,10
1645,347.79,99
5263,361.15,77
9801,537.76,70
7136,335.53,43
9646,458.77,70
3969,318.49,99
4028,441.29,80
8643,495.22,72
3681,502.29,59
4629,445.29,3
5225,550.0,5
4067,522.17,85
6941,486.6,95
2386,406.12,78
3866,660.24,83
5788,557.94,37
6490,344.58,84
5124,597.33,52
9340,631.32,66
4850,487.77,63
6415,497.74,7
8679,191.17,97
7819,373.48,53
9378,626.55,6
2333,382.61,7
5150,476.02,44
7766,371.21,18
3711,534.62,54
5853,559.06,29
7212,563.07,83
8479,329.1,25
6408,516.01,63
8715,736.49,68
9942,612.27,13
2762,514.0,32
8101,210.35,27
8674,462.6,51
7122,746.95,34
1481,697.79,28
1153,569.21,73
8617,392.1,72
2524,507.84,85
3120,616.02,30
3343,641.08,93
6136,546.89,9
6760,628.26,13
2240,491.2,82
1060,484.56,64
2639,431.16,38
7185,563.68,22
8970,650.05,31
2252,606.27,99
5203,317.29,42
9363,325.33,62
4549,665.55,64
5197,526.49,74
8009,532.35,9
7667,528.97,95
3322,762.75,44
5090,433.06,63
7960,667.5,40
4004,535.04,88
6136,259.92,41
1329,376.27,72
4640,408.95,50
8982,663.97,20
5107,684.09,81
2341,553.08,92
9407,421.58,70
1338,363.35,42
6895,670.64,33
3708,307.32,92
2750,484.42,63
6604,854.67,57
3421,422.03,65
8119,309.25,52
9901,235.18,99
6319,860.6,88
7609,552.29,6
6387,369.64,7
4993,471.63,9
9680,400.56,61
9044,220.47,80
9238,618.22,34
5873,505.07,35
5806,605.75,99
9592,500.98,20
6913,519.69,58
8124,164.78,87
4157,636.18,60
1390,336.75,54
5430,375.19,35
9820,420.82,47
8686,191.2,46
5232,412.62,87
9007,402.17,4
2521,443.32,10
2500,244.82,75
7737,639.16,40
4294,559.71,55
6085,370.39,73
3419,412.77,40
4042,625.72,76
5497,461.38,81
2466,313.92,96
4561,487.46,23
1614,336.82,15
6392,393.82,92
8693,492.41,5
4223,658.28,40
8138,803.5,18
3667,704.39,21
8980,489.22,79
1130,838.6,3
3983,583.74,46
5278,353.05,90
8126,514.18,79
9230,401.46,53
8694,312.81,20
7640,323.87,59
6468,477.91,21
1920,613.13,90
8564,660.23,87
9684,313.29,51
9502,454.51,25
9930,572.99,68
4241,522.78,10
1545,604.18,86
5346,434.8,67
4810,690.94,83
8206,499.36,95
3032,613.66,9
9436,442.88,29
1271,508.76,37
4511,260.6,71
2771,374.49,38
5361,468.88,88
8069,515.01,72
1920,902.18,98
9190,442.72,59
4430,293.5,57
5435,755.37,90
4760,661.83,60
3050,326.52,28
2165,569.79,28
9567,625.28,46
3033,524.57,71
7467,548.87,67
1145,405.16,86
5388,575.57,55
8832,426.3,38
9623,103.19,18
9896,529.44,76
9173,248.61,95
3632,652.02,63
5494,330.38,5
9056,132.05,44
8511,234.61,29
2828,493.78,100
5805,527.98,14
1806,288.1,58
8486,339.14,44
9202,498.79,18
2868,645.83,7
8878,318.49,87
6690,556.88,97
8827,239.2,62
6429,547.38,45
4564,613.37,16
2389,578.63,64
8274,649.16,37
1824,639.16,25
3265,777.04,9
1936,516.29,55
7402,777.48,28
4845,358.39,9
2796,469.2,12
9245,482.75,18
8214,343.58,91
1726,145.9,90
3736,630.39,56
2913,360.51,90
8657,439.88,74
3466,737.69,58
8312,585.81,81
9194,761.03,51
8906,518.08,32
5876,583.32,88
8287,463.9,48
1892,372.7,8
5675,582.77,30
2933,434.61,26
2380,596.68,24
2290,414.43,27
2640,473.69,79
8490,485.71,92
2218,661.54,75
6016,436.35,39
7881,678.05,66
1954,364.27,51
8291,540.48,73
1974,396.86,50
5133,667.36,45
6370,377.2,87
4972,392.49,33
6295,311.55,19
9228,515.46,13
4020,588.66,78
9987,572.47,96
5036,478.36,22
6068,400.92,20
6233,458.2,97
1317,463.92,5
3396,537.89,84
3162,527.58,78
3745,760.96,91
2591,505.95,90
7183,554.12,32
4930,510.72,30
2312,450.99,91
5311,553.11,26
8314,436.9,82
3383,491.27,87
4239,673.89,88
3139,427.2,4
2704,558.1,67
7924,127.8,43
1362,472.2,30
3604,426.18,16
5286,518.04,71
4738,464.56,39
3469,521.23,86
5795,443.2,41
7150,557.95,31
1556,242.8,49
3808,516.71,13
6150,359.44,41
8561,675.18,93
3719,357.02,28
7506,649.28,64
4741,498.27,19
4998,225.69,87
3403,368.56,72
9780,627.17,25
1294,618.65,38
6343,305.1,99
2136,734.43,90
3064,496.32,3
8009,632.73,2
5543,318.22,5
2007,431.61,61
6445,562.39,20
6352,453.03,76
2435,61.88,38
1571,471.38,80
3382,205.3,36
6084,339.4,46
1277,289.57,93
8059,669.88,99
2887,716.95,37
2265,551.23,54
8491,465.49,21
2040,504.25,21
9073,669.78,92
3752,202.49,70
9213,338.73,84
5569,650.61,60
7353,681.84,36
3353,588.46,77
8437,343.25,11
5799,648.43,88
1686,704.21,83
9476,607.74,87
5811,125.9,31
9954,518.69,37
6346,587.79,60
6043,422.66,61
3428,528.0,67
6126,422.98,98
9220,370.76,29
8813,726.59,67
4356,532.26,79
9707,334.1,71
8266,293.51,67
7540,370.85,16
1038,371.66,45
4342,521.98,34
3844,572.83,84
2098,572.67,44
8027,387.48,97
2823,638.09,78
4155,684.18,42
4093,461.01,35
6658,345.19,75
4778,515.04,84
3896,824.01,30
1988,341.26,53
5116,421.08,58
7446,508.62,28
5179,581.25,15
2682,202.16,38
6626,695.88,50
8424,693.84,13
1933,436.28,35
4598,905.99,24
2980,684.16,65
4056,676.17,88
9984,678.13,91
1791,673.81,18
6390,496.71,58
7635,481.86,26
3255,358.46,29
4610,413.39,72
2607,453.37,44
6179,509.82,90
7573,739.74,5
1984,184.63,33
6776,701.74,5
4676,348.22,36
4380,484.32,77
9711,391.34,81
9782,778.14,13
2050,425.01,25
4633,578.22,58
7342,585.99,2
1959,326.0,88
7059,485.48,36
9884,680.65,25
6655,369.01,34
5473,624.34,12
3946,450.34,19
8725,674.55,94
1526,762.12,37
4224,198.82,1
2875,299.28,60
2763,434.22,67
9712,719.81,49
6797,579.87,90
8099,313.29,79
6109,601.84,46
7644,362.94,48
1116,630.58,92
3433,580.84,68
6463,362.28,19
1583,490.11,88
9586,683.7,40
4788,216.19,6
5167,545.17,80
9465,333.97,96
2389,497.57,94
9357,568.66,63
7154,801.98,35
6420,496.06,72
9920,719.83,61
3043,373.93,5
5197,425.75,37
4496,588.06,76
1778,530.26,89
1213,450.74,97
4762,446.67,88
7731,699.99,11
4117,456.73,99
6791,346.87,40
9783,371.77,65
3720,600.49,8
9905,838.48,87
7047,421.4,84
9032,822.29,96
1001,498.37,11
7368,458.03,71
2949,363.46,58
7732,470.3,94
8833,386.58,48
1917,374.54,13
4174,252.19,60
8014,764.92,49
1089,659.66,67
2709,540.74,7
4041,478.4,77
1105,499.16,25
9619,383.46,23
2895,329.92,51
7090,607.61,47
9508,460.67,97
7082,548.86,5
1634,250.63,96
2925,452.69,94
3056,327.0,95
7917,572.61,13
4144,649.29,42
1552,718.95,5
9907,405.65,23
6383,330.82,62
4911,437.21,1
4389,395.1,74
9442,564.69,91
3430,289.58,54
1458,236.84,72
1207,448.03,3
1899,608.98,83
1021,345.88,64
9601,627.37,51
1894,554.8,2
1514,732.02,49
8294,379.66,31
5904,259.03,74
8867,589.78,80
5109,541.98,84
8179,530.37,3
2560,342.83,35
2266,616.27,98
4638,404.99,85
9941,530.31,36
4427,431.06,64
5780,553.16,32
2927,320.73,18
3356,574.95,34
5790,598.64,56
1306,517.4,67
8979,746.58,53
4665,531.07,67
8057,637.81,91
1661,513.86,66
5644,624.41,64
9503,270.0,67
3920,504.94,81
9946,330.96,39
7236,521.06,38
7078,557.63,40
1352,621.12,19
8005,573.49,83
1158,449.47,5
1956,386.96,69
3071,148.62,14
9595,510.33,91
4453,670.68,49
7675,516.26,64
1955,487.29,100
7295,521.46,57
2712,441.84,35
5703,529.25,85
7563,439.26,5
6631,365.17,88
2394,488.71,39
5732,485.43,24
4714,781.28,40
1529,379.15,50
3958,476.08,77
8904,461.5,58
4591,432.85,1
7895,576.97,43
1525,835.69,39
7477,451.88,10
1001,577.38,2
1374,213.14,63
5648,440.97,16
3365,733.29,37
2525,491.75,16
2646,575.35,87
1013,406.59,90
5599,538.63,80
3278,744.92,27
4155,325.99,63
9321,827.98,94
4814,268.11,64
4216,427.17,97
9219,374.61,32
