id,value,quantity
1255,643.48,74.0
5804,,NOT_A_NUMBER
2838,579.91,
1009,532.28,86.0
3871,390.98,70.0
9989,509.38,47.0
8409,637.46,100.0
8418,,NOT_A_NUMBER
6124,575.19,57.0
2015,185.64,NOT_A_NUMBER
3193,468.02,13.0
9415,NOT_A_NUMBER,61.0
8449,334.51,58.0
5158,635.56,84.0
4925,196.2,-97.0660042551968
7970,625.5,84.0
7938,1093.2824063762546,86.0
5784,1071.6461643930465,29.0
5000,,16.0
2633,645.13,NOT_A_NUMBER
8266,385.45,47.0
9702,599.12,NOT_A_NUMBER
1384,362.33,23.0
1404,1014.2042321366363,30.0
9175,NOT_A_NUMBER,-42.812802023760604
3000,496.0,
6989,NOT_A_NUMBER,67.0
2460,712.3,-12.684137985948876
8190,1061.2201194106945,24.0
8140,576.6,-14.930686261787866
4636,740.78,-52.27020184824952
5809,1063.3544180311208,76.0
5178,690.99,8.0
8245,370.54,NOT_A_NUMBER
7600,713.15,
6997,NOT_A_NUMBER,80.0
3048,,96.0
5780,281.8,
1716,1025.8666768864134,NOT_A_NUMBER
8939,,
6565,615.02,50.0
5544,1078.7356176353167,-13.90923165177689
5976,556.25,2.0
4419,NOT_A_NUMBER,90.0
8239,592.22,
1249,384.09,44.0
9865,124.2,
1770,605.97,49.0
5363,478.13,2.0
2077,1012.6795163322786,NOT_A_NUMBER
9427,,
9580,535.18,9.0
8901,610.57,-76.60836891783576
5858,NOT_A_NUMBER,NOT_A_NUMBER
7544,,
5719,472.68,-9.42359607509224
3814,744.06,27.0
4374,431.08,NOT_A_NUMBER
2252,,36.0
7996,477.75,93.0
5673,1065.64755133539,
5530,458.85,79.0
7881,585.88,NOT_A_NUMBER
7949,441.93,3.0
7241,NOT_A_NUMBER,23.0
9017,835.48,73.0
7941,553.59,30.0
8002,565.62,-94.97711373111908
2331,279.11,NOT_A_NUMBER
5261,1012.3875938121967,
8648,,-81.70370942062101
6115,,
5637,657.01,98.0
5854,549.47,66.0
4177,506.96,NOT_A_NUMBER
8730,693.64,87.0
3180,423.16,96.0
5892,391.65,-18.66478439052517
8043,531.13,40.0
1137,579.23,18.0
7327,1037.2823461824614,NOT_A_NUMBER
4472,477.36,-94.48112105742955
6449,372.53,39.0
3832,,-26.838309561049588
4579,337.01,89.0
6971,508.27,
5164,1040.5560320856657,95.0
8941,672.67,NOT_A_NUMBER
6569,NOT_A_NUMBER,2.0
5300,218.76,NOT_A_NUMBER
7269,,5.0
4818,629.2,78.0
2906,595.62,82.0
7254,600.52,36.0
1760,1023.6808873756014,68.0
8830,1090.0789634950963,88.0
8350,NOT_A_NUMBER,77.0
7238,320.32,85.0
7090,555.57,-3.669647658604002
7031,NOT_A_NUMBER,97.0
8687,1032.8610203840708,20.0
9472,,5.0
2887,537.55,
4266,504.27,
1666,1084.3514454722222,30.0
5188,1045.1633091501892,28.0
1671,NOT_A_NUMBER,-81.66008012990642
7777,,51.0
8570,266.6,-56.83270370728501
8956,359.54,42.0
6124,,35.0
6585,770.8,NOT_A_NUMBER
5777,630.36,-2.410896731903395
4900,588.87,-25.191797584487546
7677,488.02,76.0
7981,NOT_A_NUMBER,54.0
7376,NOT_A_NUMBER,NOT_A_NUMBER
1523,1035.3415698677743,10.0
3393,463.99,27.0
3593,415.9,83.0
8240,464.71,-63.15577922264314
7937,NOT_A_NUMBER,42.0
7190,516.76,37.0
6240,636.5,61.0
7493,494.98,96.0
3878,463.85,
5143,,21.0
4644,419.05,3.0
5432,761.11,8.0
2276,623.47,70.0
6811,NOT_A_NUMBER,NOT_A_NUMBER
1302,388.14,83.0
1638,584.8,17.0
1055,527.5,10.0
9717,NOT_A_NUMBER,NOT_A_NUMBER
9150,471.18,13.0
3125,568.28,
1364,1050.5179134069972,12.0
7809,,NOT_A_NUMBER
5621,615.95,
6126,741.01,85.0
6122,422.8,-43.120460998336306
2646,498.33,65.0
1918,317.15,97.0
3797,1075.7310110002256,52.0
7506,203.68,-22.020935364998053
6870,NOT_A_NUMBER,26.0
2531,NOT_A_NUMBER,15.0
9172,NOT_A_NUMBER,22.0
4345,475.15,NOT_A_NUMBER
8673,NOT_A_NUMBER,65.0
7949,1097.2227278621324,NOT_A_NUMBER
7882,254.5,21.0
2906,NOT_A_NUMBER,24.0
4086,373.24,16.0
9152,567.11,32.0
6750,NOT_A_NUMBER,16.0
9905,592.71,77.0
2062,524.72,NOT_A_NUMBER
2976,,-83.04402367847086
2296,388.96,50.0
7229,1018.257436535225,41.0
8641,666.4,
1125,636.4,-73.70671169750676
5632,278.05,75.0
7288,346.83,NOT_A_NUMBER
4596,1067.8633725918378,10.0
7168,1003.1924090797847,42.0
8561,490.19,41.0
9258,619.43,3.0
1232,543.41,-21.337270720075907
7371,552.15,16.0
5206,600.59,44.0
8943,1082.2599750771678,-17.77093368343955
7891,41.6,89.0
7738,442.01,
3472,NOT_A_NUMBER,99.0
3739,571.3,
6401,430.68,60.0
2761,511.38,
1876,627.82,24.0
4812,409.55,NOT_A_NUMBER
2460,554.42,58.0
2733,733.07,9.0
2605,624.74,NOT_A_NUMBER
6622,NOT_A_NUMBER,19.0
7767,456.24,NOT_A_NUMBER
7986,553.37,NOT_A_NUMBER
4517,582.92,NOT_A_NUMBER
4735,462.15,86.0
9434,404.03,94.0
3590,1010.4182238348825,63.0
2063,336.97,37.0
5324,664.96,16.0
6342,1005.6314825077496,100.0
1005,559.2,
8489,465.13,29.0
9659,NOT_A_NUMBER,52.0
9195,615.79,NOT_A_NUMBER
6966,458.67,-17.49336624364822
9837,1066.1335612713267,36.0
1117,408.57,-51.005875966205544
3551,524.7,33.0
6560,544.84,49.0
5289,382.98,41.0
1846,338.8,NOT_A_NUMBER
7316,301.1,55.0
7469,NOT_A_NUMBER,98.0
9915,1047.3703797749358,26.0
1224,487.46,
5208,569.68,-31.9766679355016
7283,364.86,17.0
3048,1068.2842276280533,NOT_A_NUMBER
7233,536.16,-84.03624222236449
2828,NOT_A_NUMBER,-21.18811944980265
2917,NOT_A_NUMBER,93.0
5234,869.97,
7988,297.72,-50.0666087048978
3026,435.54,22.0
4744,181.57,
1009,464.94,61.0
1260,NOT_A_NUMBER,44.0
7038,570.04,20.0
3219,NOT_A_NUMBER,NOT_A_NUMBER
8041,827.21,88.0
3060,238.65,47.0
6287,568.09,47.0
2619,NOT_A_NUMBER,NOT_A_NUMBER
9512,462.95,51.0
2342,1025.4284000686207,55.0
3832,NOT_A_NUMBER,78.0
3824,1089.5296859599043,NOT_A_NUMBER
2994,527.85,14.0
4490,369.35,-44.94010393631259
8984,792.5,NOT_A_NUMBER
2604,472.72,21.0
1235,479.2,15.0
2908,345.85,100.0
9567,475.5,-75.34388962816361
4530,,81.0
6256,NOT_A_NUMBER,84.0
3635,577.81,-2.5755227959945444
9162,NOT_A_NUMBER,80.0
3560,,82.0
6415,438.56,10.0
4391,570.84,23.0
6951,,18.0
6468,NOT_A_NUMBER,58.0
9007,640.98,
7413,489.59,-87.30113775765797
7941,681.99,77.0
5820,1002.0278066892392,
3898,302.42,95.0
8546,0.0,46.0
1077,,13.0
8577,NOT_A_NUMBER,
5227,539.98,17.0
1600,354.3,67.0
2065,,61.0
3136,,-58.92112419155981
7943,337.73,53.0
8804,569.46,
7565,565.74,32.0
6984,1087.1157598318505,
6142,116.26,
5670,NOT_A_NUMBER,-18.940994831377065
3190,481.79,5.0
3712,316.75,87.0
3192,179.39,-17.35552149774637
2248,483.7,NOT_A_NUMBER
5033,659.62,
2997,112.74,87.0
4687,375.12,80.0
5018,519.73,NOT_A_NUMBER
2970,668.74,69.0
9389,NOT_A_NUMBER,NOT_A_NUMBER
6765,789.65,
2202,230.7,28.0
9135,NOT_A_NUMBER,-82.25382876743541
6567,1014.0456481059796,13.0
8667,147.56,43.0
6742,569.23,30.0
6788,455.82,26.0
6408,364.85,
9669,436.0,-59.45257509637078
1922,306.64,
1419,452.25,57.0
3204,,64.0
2120,437.57,80.0
1950,1056.415403391529,49.0
3336,1087.12735076661,52.0
6373,,-40.98729051239134
3243,NOT_A_NUMBER,NOT_A_NUMBER
3645,1098.4983167730209,13.0
5612,1093.7424717469846,
2865,299.89,NOT_A_NUMBER
7028,1065.4639902558688,-87.34206255788826
8326,464.97,46.0
7371,669.42,NOT_A_NUMBER
7359,1062.2330573013567,89.0
8863,625.86,41.0
4228,622.6,46.0
4719,NOT_A_NUMBER,1.0
3371,NOT_A_NUMBER,
3891,629.43,68.0
4756,309.23,
5225,501.32,NOT_A_NUMBER
1094,NOT_A_NUMBER,88.0
3674,654.13,73.0
7898,NOT_A_NUMBER,NOT_A_NUMBER
1793,NOT_A_NUMBER,99.0
3116,430.39,NOT_A_NUMBER
6779,837.41,58.0
7166,650.7,
1814,1034.6598728331564,46.0
1345,1072.3819215380443,84.0
9554,309.61,66.0
3443,700.79,44.0
8783,NOT_A_NUMBER,26.0
1984,399.25,-50.73580358831335
8790,808.3,77.0
1827,,30.0
4531,226.85,NOT_A_NUMBER
8147,507.12,NOT_A_NUMBER
5451,233.04,19.0
4876,685.59,22.0
6959,NOT_A_NUMBER,65.0
1126,1040.4734795191368,57.0
4177,504.41,NOT_A_NUMBER
9795,,26.0
7024,537.85,NOT_A_NUMBER
6109,578.23,-10.134396648960744
5146,467.41,83.0
8196,325.78,12.0
4368,,-69.92008407547964
4797,NOT_A_NUMBER,NOT_A_NUMBER
2792,NOT_A_NUMBER,NOT_A_NUMBER
6732,NOT_A_NUMBER,NOT_A_NUMBER
4476,210.7,-12.202301787507908
4417,558.63,-26.776403189666304
2645,NOT_A_NUMBER,
4030,1052.1244760936586,NOT_A_NUMBER
3872,424.94,70.0
4072,698.72,NOT_A_NUMBER
2854,579.45,NOT_A_NUMBER
5021,1005.2155344514048,-68.39545485183467
5662,772.5,
7514,,NOT_A_NUMBER
6031,NOT_A_NUMBER,26.0
3708,NOT_A_NUMBER,
8112,419.15,NOT_A_NUMBER
9393,556.05,48.0
4507,1047.3589924823902,53.0
7456,NOT_A_NUMBER,9.0
5212,513.52,5.0
8970,1066.3543974833237,NOT_A_NUMBER
9766,678.09,
1536,432.1,21.0
2625,525.85,97.0
8973,,-9.900994791306479
9577,549.49,20.0
9070,NOT_A_NUMBER,NOT_A_NUMBER
9666,647.41,45.0
9609,578.43,22.0
7490,NOT_A_NUMBER,77.0
4600,321.18,-2.7797752667592053
7783,1009.3299306259457,82.0
5971,NOT_A_NUMBER,63.0
2205,NOT_A_NUMBER,30.0
2990,406.92,63.0
6299,629.07,-52.62896892417483
4572,399.93,44.0
6975,468.72,NOT_A_NUMBER
7320,344.81,58.0
5380,772.99,
5757,578.09,36.0
3713,461.69,6.0
6588,NOT_A_NUMBER,37.0
1966,315.75,
5944,483.48,-20.368409037102754
4432,NOT_A_NUMBER,-59.98313784482236
1688,,77.0
5243,,
4701,,NOT_A_NUMBER
9533,707.02,
6182,404.5,25.0
7704,616.57,
5422,709.1,77.0
2759,443.43,-47.24510321847688
3482,NOT_A_NUMBER,-52.145847494084904
9058,638.41,-15.62181850235757
